一一	fhfh
抛洒	pdhq
抛物线	plrf
抛砖引玉	pqog
抛给	pdrt
抛荒	pdwx
抛锚	pdcw
抠门	pebo
抢了	psfu
抢亲	psya
抢修	pskk
抢先	psla
抢光	pssj
抢到	psck
抢劫	psbn
抢劫犯	pblw
抢匪	psed
抢占	psdi
抢嘴	psil
抢夺	psxl
抢婚	pssq
抢手	pspc
抢掠	pspw
抢收	pshr
抢攻	psnr
抢救	psfh
抢救无效	pfuc
抢断	psmp
抢楼	psam
抢注	psho
抢渡	pshg
抢滩	pshw
抢点	psdi
抢白	psdy
抢眼	psgt
抢着	psig
抢答	pszt
抢购	psds
抢购一空	pdfz
抢走	psqo
抢钱	pscf
抢镜	psca
抢险	pstt
抢险救灾	ptfe
护从	pfss
护住	pfko
护佑	pfkg
护体	pfka
护兵	pfov
护具	pfgv
护养	pfio
护卫	pfwf
护卫舰	pwlu
护发	pfiw
护城河	pbhz
护士	pfmf
护封	pfbb
护岸	pfdo
护工	pfnv
护手	pfpc
护持	pfpb
护林	pfaa
护栏	pfav
护法	pfhb
护照	pfjk
护理	pfgd
护甲	pfst
护盘	pflb
护目镜	pgca
护短	pfee
护符	pfzk
护罩	pfyd
护肤	pfms
护腕	pfme
护腿	pfmt
护膝	pfma
护航	pflu
护身	pflc
护身符	plzk
护送	pfvx
护驾	pfai
报上	pwdf
报业	pwoq
报丧	pwbv
报亭	pwwu
报仇	pwkd
报仇雪恨	pktn
报以	pwhs
报价	pwks
报信	pwkm
报修	pwkk
报偿	pwkx
报关	pwvx
报出	pwiz
报刊	pwlk
报刊杂志	pldm
报到	pwck
报务	pwja
报务员	pjid
报单	pwvs
报名	pwxi
报名费	pxud
报呈	pwig
报告	pwli
报告书	plpp
报告会	plsp
报告团	plug
报告文学	plwh
报喜	pwhi
报喜不报忧	phcn
报国	pwug
报复	pwlj
报复性	plnd
报失	pwcs
报头	pwlx
报审	pwej
报导	pwdl
报幕	pwwj
报应	pwgh
报废	pwgi
报建	pwuv
报忧	pwng
报怨	pwxw
报恩	pwux
报批	pwph
报捷	pwpf
报收	pwhr
报效	pwco
报效祖国	pcdu
报数	pwms
报文	pwwm
报料	pwmp
报时	pwjl
报晓	pwji
报栏	pwav
报案	pwes
报班	pwgk
报界	pwss
报社	pwdb
报税	pwzv
报站	pwyd
报章	pwag
报童	pwyd
报端	pwyd
报答	pwzt
报纸	pwrq
报考	pwrf
报花	pwwk
报表	pwzo
报警	pwwt
报话	pwvv
报请	pwvz
报读	pwvg
报账	pwdx
报送	pwvx
报道	pwvc
报酬	pwtj
报销	pwco
报错	pwcx
报馆	pwfe
报验	pwxt
抨击	plpz
披上	pedf
披坚执锐	pkpc
披头散发	plxi
披挂	pepb
披挂上阵	ppdt
披散	pexm
披星戴月	pjgm
披沙拣金	phpt
披着	peig
披红	pern
披红戴花	prgw
披肝沥胆	pmhm
披肩	pefm
披荆斩棘	pwya
披萨	pewt
披阅	pebv
披露	petu
披靡	peod
披风	pepo
披麻戴孝	pogr
抬举	pnhv
抬价	pnks
抬升	pncw
抬头	pnlx
抬头纹	plrw
抬手	pnpc
抬杠	pnan
抬爱	pnte
抬眼	pngt
抬腿	pnmt
抬起	pnqj
抬轿	pnyc
抬高	pnwn
抱不平	pclv
抱住	psko
抱佛脚	pkmb
抱养	psio
抱头大哭	plxr
抱头痛哭	plxr
抱头鼠窜	plqz
抱定	psek
抱怨	psxw
抱恨	psnt
抱愧	psnb
抱憾	psnu
抱成一团	pufu
抱抱	psps
抱拳	psvs
抱有	psgm
抱有偏见	pgku
抱枕	psae
抱歉	psvs
抱残守缺	pqeu
抱病	psxf
抱着	psig
抱窝	pszi
抱紧	pskw
抱薪救火	pwfy
抱负	psrd
抱起	psqj
抵住	pqko
抵债	pqkz
抵偿	pqkx
抵制	pqlu
抵命	pqti
抵御	pqju
抵扣	pqpi
抵抗	pqpu
抵抗力	ppau
抵押	pqps
抵挡	pqpo
抵死	pqqh
抵消	pqho
抵牾	pqlj
抵罪	pqyd
抵触	pqrq
抵账	pqdx
抵赖	pqur
抵达	pqxl
抹去	pfbn
抹布	pfgu
抹杀	pfoa
抹灰	pfgy
抹煞	pfrs
抹粉	pfmv
抹胸	pfms
抹脸	pfmt
抹零	pftt
抹黑	pfuc
押后	psof
押宝	pseg
押尾	psmo
押款	psmd
押解	psrq
押车	psyf
押运	pspl
押送	psvx
押金	pstk
押队	psts
押韵	psas
抽丝	pirr
抽丝剥茧	prsw
抽出	piiz
抽刀断水	pkmh
抽动	pipa
抽印	pinf
抽取	piqw
抽吸	piik
抽咽	piiu
抽噎	piim
抽头	pilx
抽奖	pinx
抽屉	pimx
抽成	piup
抽打	pipu
抽搐	pipu
抽斗	pipf
抽查	piaj
抽样	piai
抽检	piat
抽水	pihg
抽水马桶	phxa
抽泣	pihy
抽测	pihd
抽烟	piyu
抽离	piuo
抽税	pizv
抽穗	pizg
抽空	pizn
抽筋	pizm
抽签	pizt
抽纱	piro
抽缩	pire
抽考	pirf
抽调	pivz
抽象	piwp
抽象思维	pwsr
抽走	piqo
抽身	pilc
抽逃	pial
抽选	pila
抽闲	piba
抽风	pipo
抽验	pixt
抿嘴	pnil
拂尘	puob
拂拭	pupn
拂晓	puji
拂煦	pujt
拂袖	puoi
拂逆	puvi
拂面	puhf
担任	pjkc
担保	pjki
担子	pjyd
担当	pjos
担待	pjjb
担心	pjng
担忧	pjng
担惊受怕	pntn
担架	pjai
担纲	pjrz
担负	pjrd
拆下	pofd
拆东墙补西墙	plbb
拆了	pofu
拆伙	poky
拆借	pokx
拆分	povk
拆卸	pouw
拆台	poni
拆字	poey
拆封	pobb
拆建	pouv
拆开	pofw
拆掉	popd
拆散	poxm
拆毁	pown
拆洗	pohl
拆穿	pozy
拆装	ponm
拆解	porq
拆迁	pohl
拆阅	pobv
拆除	pots
拆零	pott
拇指	pqph
拈花	pdwk
拈花微笑	pwyz
拈花惹草	pwww
拈轻怕重	pynh
拈香	pdzj
拉丁	pyue
拉丁字母	pueq
拉丁文	puwm
拉丁美洲	puih
拉丁舞	puld
拉丁语	puvj
拉上	pydf
拉下	pyfd
拉丝	pyrr
拉伸	pykj
拉住	pyko
拉倒	pykc
拉偏架	pkai
拉关系	pvch
拉出	pyiz
拉到	pyck
拉力	pyau
拉力赛	paeb
拉动	pypa
拉升	pycw
拉响	pyic
拉回	pyui
拉大	pyxi
拉套	pyxs
拉姆	pysq
拉客	pyeq
拉家常	pexu
拉屎	pymm
拉帮结派	pzrh
拉平	pylv
拉床	pyga
拉开	pyfw
拉开序幕	pfgw
拉手	pypc
拉扯	pypl
拉拉扯扯	pppp
拉拢	pypj
拉斯维加斯	pmrm
拉杆	pyal
拉架	pyai
拉登	pyve
拉皮条	peja
拉着	pyig
拉祜族	pdml
拉票	pyqd
拉秧	pyzz
拉紧	pykw
拉练	pyrl
拉美	pyix
拉肚子	pmyd
拉萨	pywt
拉起	pyqj
拉车	pyyf
拉近	pyol
拉郎配	potj
拉钩	pycs
拉链	pycy
拉锁	pyco
拉锯	pycm
拉长	pyxk
拉门	pybo
拉闸	pybs
拉面	pyhf
拉风	pypo
拉黑	pyuc
拊掌	pkxp
拌匀	pvsl
拌嘴	pvil
拌料	pvmp
拌饭	pvfo
拍下	pdfd
拍出	pdiz
拍击	pdpz
拍到	pdck
拍卖	pdgp
拍子	pdyd
拍完	pder
拍客	pdeq
拍戏	pdwi
拍成	pdup
拍手	pdpc
拍手叫好	ppis
拍手称快	ppzn
拍打	pdpu
拍拍	pdpd
拍拖	pdpl
拍摄	pdpq
拍板	pdao
拍案	pdes
拍案叫绝	peir
拍案惊奇	penx
拍案而起	peuq
拍档	pdao
拍死	pdqh
拍照	pdjk
拍片	pdnb
拍着	pdig
拍砖	pdqr
拍胸脯	pmmg
拍花	pdwk
拍马	pdxh
拍马屁	pxmh
拎包	ptsd
拎着	ptig
拐卖	pigp
拐带	pife
拐弯	piuy
拐弯抹角	pupr
拐杖	piaf
拐棍	piaj
拐点	pidi
拐角	pirq
拐骗	pixf
拒不	peci
拒不接受	pcpt
拒之门外	pdbx
拒人于千里之外	psfx
拒付	pekl
拒捕	pepg
拒收	pehr
拒斥	peoo
拒签	pezt
拒绝	perr
拒缴	perd
拒贿	pedg
拒载	pegi
拓印	pqnf
拓宽	pqew
拓展	pqmx
拓扑	pqpd
拓本	pqaf
拓片	pqnb
拓荒	pqwx
拔下	pgfd
拔丝	pgrr
拔出	pgiz
拔刀相助	pkar
拔刀相向	pkac
拔剑	pgth
拔取	pgqw
拔地而起	pbuq
拔尖	pgox
拔掉	pgpd
拔擢	pgpe
拔河	pghz
拔火罐	pyuw
拔牙	pgyb
拔脚	pgmb
拔腿	pgmt
拔节	pgww
拔苗助长	pwrx
拔锚	pgcw
拔除	pgts
拔高	pgwn
拖住	plko
拖儿带女	pafs
拖到	plck
拖动	plpa
拖后腿	pomt
拖地	plbh
拖垮	plbx
拖堂	plxb
拖家带口	pefi
拖布	plgu
拖带	plfe
拖延	plcl
拖把	plpe
拖拉	plpy
拖拉机	ppap
拖拖拉拉	pppp
拖拽	plpj
拖放	plmr
拖曳	pljp
拖欠	plfy
拖沓	plhr
拖泥带水	phfh
拖着	plig
拖累	plsh
拖腔	plmz
拖走	plqo
拖车	plyf
拖鞋	plgb
拗劲	pbwn
拗口	pbiq
拘传	ptkr
拘囿	ptug
拘役	ptjq
拘押	ptps
拘挛	ptuy
拘捕	ptpg
拘束	ptuh
拘泥	pthm
拘留	ptfs
拘留所	pffo
拘礼	ptdp
拘禁	ptaa
拘管	ptze
拘谨	ptvx
拙劣	pioc
拙朴	piad
拙笔	pizo
拙笨	piza
拙见	piuw
拚命	pnti
招之即来	pdtj
招亲	pkya
招人	pksi
招供	pkkx
招兵买马	popx
招办	pkav
招募	pkwj
招呼	pkic
招商	pkyz
招商引资	pyol
招商银行	pycf
招嫖	pksq
招安	pkes
招展	pkmx
招工	pknv
招干	pklr
招式	pknn
招引	pkok
招录	pksh
招待	pkjb
招待会	pjsp
招待所	pjfo
招待费	pjud
招惹	pkwg
招手	pkpc
招抚	pkpu
招揽	pkpk
招摇	pkpt
招摇撞骗	pppx
招摇过市	pplu
招收	pkhr
招数	pkms
招来	pkjv
招架	pkai
招架不住	pack
招标	pkad
招灾	pkey
招牌	pknd
招生	pkdh
招眼	pkgt
招租	pkzr
招纳	pkrz
招考	pkrf
招聘	pkqi
招股	pkmq
招致	pkcr
招行	pkfj
招认	pkvs
招财	pkdg
招财进宝	pdbe
招贤纳士	pkrm
招贴	pkdd
招降	pktj
招集	pkva
招领	pktn
招风	pkpo
拜会	pfsp
拜佛	pfku
拜倒	pfkc
拜别	pfia
拜堂	pfxb
拜客	pfeq
拜寿	pfzl
拜山	pfds
拜师	pfkf
拜年	pflg
拜托	pfpc
拜把子	ppyd
拜拜	pfpf
拜服	pfmw
拜望	pfxm
拜登	pfve
拜神	pfdj
拜见	pfuw
拜访	pfvm
拜识	pfvi
拜请	pfvz
拜读	pfvg
拜谒	pfvj
拜谢	pfvl
拜贺	pfai
拜金	pftk
拜金主义	ptoo
拟于	phfg
拟人	phsi
拟作	phke
拟办	phav
拟声词	pmvp
拟定	phek
拟建	phuv
拟态	phxo
拟物	phls
拟稿	phzw
拟订	phvu
拟议	phvo
拢共	pjxv
拣择	plpw
拣选	plla
拥兵自重	poch
拥军	pqey
拥堵	pqbr
拥塞	pqeb
拥戴	pqgi
拥护	pqpf
拥抱	pqps
拥挤	pqpa
拥挤不堪	ppcb
拥政爱民	pftn
拥有	pqgm
拥趸	pqfk
拦下	pvfd
拦住	pvko
拦劫	pvbn
拦截	pvgi
拦河坝	phbd
拦着	pvig
拦网	pvzo
拦腰	pvmq
拦蓄	pvwu
拦路	pvuq
拦路虎	puqb
拦车	pvyf
拦阻	pvtr
拧成	peup
拧紧	pekw
拨乱反正	pvof
拨云见日	ppuj
拨付	pikl
拨冗	piep
拨出	piiz
拨动	pipa
拨叫	piih
拨号	piif
拨号上网	pidz
拨开	pifw
拨弄	pigw
拨打	pipu
拨拉	pipy
拨款	pimd
拨浪鼓	phhb
拨给	pirt
拨通	pinq
择业	pwoq
择优	pwkg
择优录取	pksq
择优录用	pksq
择偶	pwks
择吉	pwmi
择善而从	pius
择日	pwje
择时	pwjl
择期	pwmv
择木而栖	paua
择机	pwap
择校	pwac
括号	pvif
括弧	pvoq
括约肌	prmp
拭去	pnbn
拭泪	pnhg
拭目以待	pghj
拮据	pmpm
拯救	ppfh
拱券	pxvs
拱卫	pxwf
拱形	pxfw
拱手	pxpc
拱手相让	ppav
拱桥	pxac
拱璧	pxrg
拱门	pxbo
拳不离手	vcup
拳击	vspz
拳头	vslx
拳套	vsxs
拳手	vspc
拳打	vspu
拳打脚踢	vpmu
拳拳之心	vvdn
拳术	vsao
拳棒	vsaz
拳法	vshb
拳王	vsgi
拳皇	vsdg
拳脚	vsmb
拳脚相向	vmac
拴住	psko
拴缚	psrg
拷打	prpu
拷贝	prdj
拷问	prbi
拼了	pvfu
拼争	pvru
拼写	pvef
拼凑	pvlz
拼刺	pvaz
拼命	pvti
拼命三郎	ptqo
拼图	pvuj
拼多多	pxxx
拼字	pvey
拼尽全力	pmsa
拼抢	pvps
拼接	pvpy
拼搏	pvpg
拼杀	pvoa
拼死	pvqh
拼死拼活	pqph
拼版	pvno
拼盘	pvlb
拼缀	pvrw
拼装	pvnm
拼读	pvvg
拼贴	pvdd
拼车	pvyf
拼音	pvar
拼音字母	paeq
拼音文字	pawe
拾人牙慧	psyz
拾取	ptqw
拾掇	ptpw
拾级	ptrk
拾级而上	prud
拾荒	ptwx
拾起	ptqj
拾趣	ptqq
拾遗	ptjd
拾金不昧	ptcj
拾零	pttt
拿下	tifd
拿不出手	tcip
拿乔	ticx
拿出	tiiz
拿出来	tijv
拿到	tick
拿去	tibn
拿回	tiui
拿定	tiek
拿手	tipc
拿手好戏	tpsw
拿手戏	tpwi
拿捏	tipj
拿掉	tipd
拿来	tijv
拿着	tiig
拿破仑	tqhv
拿给	tirt
拿腔作势	tmkp
拿腔拿调	tmtv
拿走	tiqo
拿起	tiqj
拿过	till
持久	pbro
持久战	prdi
持之以恒	pdhn
持仓	pbsw
持刀	pbkg
持剑	pbth
持卡	pbdf
持守	pbel
持家	pbek
持平	pblv
持有	pbgm
持枪	pbas
持械	pbai
持正	pbfl
持续	pbrg
持续不断	prcm
持续发展	prim
持续性	prnd
持股	pbmq
持证	pbvf
持重	pbhd
挂一漏万	pfhf
挂上	pbdf
挂了	pbfu
挂件	pbkl
挂单	pbvs
挂历	pboa
挂号	pbif
挂号信	pikm
挂号费	piud
挂名	pbxi
挂图	pbuj
挂在	pbgk
挂失	pbcs
挂孝	pbry
挂帅	pbku
挂彩	pbta
挂心	pbng
挂念	pbtp
挂挡	pbpo
挂掉	pbpd
挂接	pbpy
挂断	pbmp
挂机	pbap
挂果	pbsa
挂档	pbao
挂满	pbhw
挂漏	pbhm
挂牌	pbnd
挂牵	pbxe
挂着	pbig
挂碍	pbqj
挂科	pbzp
挂绳	pbra
挂羊头卖狗肉	pilz
挂职	pbqi
挂虑	pbqn
挂表	pbzo
挂账	pbdx
挂起	pbqj
挂车	pbyf
挂轴	pbyi
挂钟	pbci
挂钩	pbcs
挂锁	pbco
挂零	pbtt
挂靠	pbli
挂面	pbhf
挂靴	pbgk
挂齿	pbsg
指不定	pcek
指事	phfi
指代	phkn
指令	phtn
指使	phkf
指出	phiz
指南	phgz
指南针	pgcg
指印	phnf
指名	phxi
指名道姓	pxvs
指向	phcz
指头	phlx
指定	phek
指导	phdl
指导员	pdid
指导性	pdnd
指尖	phox
指引	phok
指战员	pdid
指手划脚	ppim
指手画脚	ppfm
指指点点	ppdd
指挥	phpe
指挥员	ppid
指挥官	ppeu
指挥所	ppfo
指挥权	ppaw
指挥棒	ppaz
指挥若定	ppwe
指挥部	ppyi
指控	phpz
指摘	phpy
指教	phry
指数	phms
指斥	phoo
指日可待	pjzj
指明	phjm
指望	phxm
指标	phad
指桑骂槐	pwra
指正	phfl
指法	phhb
指派	phho
指涉	phhl
指点	phdi
指点江山	pdhd
指点迷津	pdmh
指环	phgc
指甲	phst
指画	phfs
指着	phig
指示	phdd
指示器	pdrl
指示灯	pdyu
指称	phzr
指纹	phrw
指给	phrt
指缝	phrj
指腹为婚	pmos
指节	phww
指认	phvs
指证	phvf
指责	phzd
指路	phuq
指路明灯	pujy
指针	phcg
指间	phbj
指骨	phfv
指鹿为马	pcox
按上	pedf
按下	pefd
按住	peko
按例	pekq
按兵不动	pocp
按劳分配	pwvt
按劳取酬	pwqt
按压	peob
按响	peic
按图索骥	pugx
按年	pelg
按捺	pepx
按捺不住	ppck
按揭	pepj
按摩	peop
按日	peje
按时	pejl
按时完成	pjeu
按月	pemd
按期	pemv
按此	pelh
按比例	phkq
按照	pejk
按理	pegd
按理说	pgvv
按着	peig
按耐不住	puck
按脉	pemo
按计划	pvik
按语	pevj
按说	pevv
按部就班	pywg
按钮	pecp
按铃	pect
按键	pecu
按需分配	ptvt
挎包	pxsd
挎着	pxig
挑三拣四	pqpy
挑刺	paaz
挑剔	pajs
挑动	papa
挑唆	pain
挑大梁	pxhk
挑夫	pasv
挑头	palx
挑战	padi
挑战者	pdrj
挑拣	papl
挑拨	papi
挑拨离间	ppub
挑明	pajm
挑灯	payu
挑灯夜战	pyud
挑肥拣瘦	pmpx
挑花	pawk
挑衅	pacb
挑起	paqj
挑选	pala
挑逗	pael
挑错	pacx
挑食	paoz
挖井	pzbz
挖出	pziz
挖土	pzbm
挖墙脚	pbmb
挖开	pzfw
挖掘	pzpm
挖潜	pzhs
挖煤	pzym
挖矿	pzqg
挖空心思	pzns
挖苦	pzwq
挖补	pzod
挚友	ptgw
挚爱	ptte
挚诚	ptvu
挛缩	uyre
挞伐	pxki
挟制	pslu
挟天子以令诸侯	pfyk
挟嫌	pssv
挟持	pspb
挠头	pilx
挠痒	pixi
挡不住	pcko
挡住	poko
挡在	pogk
挡拆	popo
挡板	poao
挡着	poig
挡箭牌	pznd
挡路	pouq
挡道	povc
挡雨	potf
挡风	popo
挡驾	poai
挣命	prti
挣开	prfw
挣扎	prpp
挣脱	prmv
挣钱	prcf
挤兑	pavi
挤出	paiz
挤占	padi
挤压	paob
挤对	pawl
挤满	pahw
挤爆	payj
挤牙膏	pywm
挤眉弄眼	pmgg
挤眼	pagt
挤进	pabl
挤迫	padl
挥之不去	pdcb
挥之即去	pdtb
挥军	peey
挥刀	pekg
挥别	peia
挥剑	peth
挥动	pepa
挥发	peiw
挥师	pekf
挥手	pepc
挥拳	pevs
挥斥方遒	pomv
挥毫	pewo
挥毫泼墨	pwhu
挥汗如雨	phst
挥泪	pehg
挥洒	pehq
挥洒自如	phcs
挥笔	pezo
挥臂	perm
挥舞	peld
挥金如土	ptsb
挥霍	petv
挥霍一空	ptfz
挨个	pnsk
挨冻	pnll
挨宰	pnej
挨家挨户	pepf
挨打	pnpu
挨批	pnph
挨揍	pnpz
挨整	pnur
挨次	pnlf
挨着	pnig
挨边	pnal
挨近	pnol
挨饿	pnfc
挨骂	pnrx
挪借	ppkx
挪动	pppa
挪威	ppuf
挪用	ppql
挪移	ppzx
挫伤	pskl
挫折	pspo
挫败	psdr
挫骨扬灰	pfpg
振作	pqke
振作起来	pkqj
振兴	pqhv
振兴中华	phik
振动	pqpa
振奋	pqxs
振奋人心	pxsn
振幅	pquf
振振有词	ppgv
振振有辞	ppgv
振聋发聩	pjiq
振臂	pqrm
振臂高呼	prwi
振荡	pqwh
振铃	pqct
挺举	pchv
挺好	pcsy
挺尸	pcmz
挺快	pcne
挺拔	pcpg
挺直	pcgg
挺秀	pczv
挺立	pcyq
挺而走险	puqt
挺胸	pcms
挺起	pcqj
挺身	pclc
挺身而出	plui
挺进	pcbl
挽具	pzgv
挽回	pzui
挽救	pzfh
挽歌	pzzz
挽留	pzfs
挽联	pzqv
捂住	pjko
捂着	pjig
捅破	pnqe
捅马蜂窝	pxjz
捆扎	pupp
捆绑	purz
捆缚	purg
捉住	puko
捉到	puck
捉奸	pusl
捉对	puwl
捉弄	pugw
捉拿	puti
捉拿归案	ptke
捉摸	pupw
捉摸不定	ppce
捉襟见肘	poum
捉迷藏	pmwu
捉鬼	puby
捍卫	pjwf
捍御	pjju
捎带	pofe
捏一把汗	pfph
捏住	pjko
捏着鼻子	picy
捏碎	pjqu
捏积	pjzi
捏紧	pjkw
捏造	pjli
捐出	piiz
捐助	pira
捐弃前嫌	ppvs
捐款	pimd
捐献	pigz
捐税	pizv
捐资	pilf
捐赠	pidv
捐躯	pile
捐钱	picf
捕快	pgne
捕捉	pgpu
捕捞	pgpw
捕杀	pgoa
捕猎	pglx
捕获	pgwl
捕风捉影	pppj
捕食	pgoz
捕鱼	pgei
捞取	pwqw
捞月	pwmd
捞钱	pwcf
损人	pisi
损人利己	pszj
损伤	pikl
损公肥私	pvmz
损兵折将	popn
损友	pigw
损坏	pibc
损失	pics
损失惨重	pcnh
损害	piez
损毁	piwn
损益	pihb
损耗	pifo
捡到	ptck
捡回	ptui
捡拾	ptpt
捡漏	pthm
捡起	ptqj
换上	prdf
换下	prfd
换个	prsk
换乘	przn
换了	prfu
换人	prsi
换代	prkn
换件	prkl
换位	prky
换位思考	pksr
换作	prke
换发	priw
换取	prqw
换句话说	ptvv
换回	prui
换妻	prfu
换季	przy
换届	prmi
换岗	prdz
换成	prup
换手率	ppub
换掉	prpd
换文	prwm
换新	prya
换来	prjv
换档	prao
换气	prfq
换汤不换药	phcw
换洗	prhl
换牙	pryb
换班	prgk
换算	przg
换群	prsc
换肤	prms
换茬	prwg
换药	prwr
换血	prcb
换行	prfj
换衣	pror
换装	prnm
换言之	pmdo
换证	prvf
换货	prkh
换购	prds
换车	pryf
换过	prll
换防	prtm
捣乱	pwvp
捣毁	pwwn
捣烂	pwyv
捣碎	pwqu
捣腾	pwmv
捣蛋	pwkj
捣鬼	pwby
捣鼓	pwhb
捧场	pzbp
捧杀	pzoa
捧杯	pzac
捧着	pzig
捧腹	pzml
捧腹大笑	pmxz
捧角	pzrq
捧走	pzqo
捧起	pzqj
捭阖	pdbb
据不完全统计	pcev
据为己有	pojg
据了解	pfrq
据介绍	psrk
据传	pmkr
据守	pmel
据悉	pmcm
据查	pmaj
据此	pmlh
据点	pmdi
据理	pmgd
据理力争	pgar
据称	pmzr
据统计	prvg
据说	pmvv
据调查	pvaj
捶打	phpu
捶胸顿足	pmfu
捷克	pfqa
捷径	pfjw
捷报	pfpw
捷足先登	pulv
捷达	pfxl
捷运	pfpl
掀动	popa
掀开	pofw
掀翻	pocm
掀起	poqj
掂量	pgjf
掇拾	pwpt
授予	ptma
授人以柄	psha
授人以鱼	pshe
授信	ptkm
授勋	ptid
授受	ptte
授受不亲	ptcy
授奖	ptnx
授意	ptan
授旗	ptml
授时	ptjl
授权	ptaw
授权书	papp
授牌	ptnd
授粉	ptmv
授给	ptrt
授衔	ptfc
授课	ptvs
授首	ptvc
掉下	pdfd
掉书袋	ppkn
掉了	pdfu
掉以轻心	phyn
掉价	pdks
掉入	pdxj
掉到	pdck
掉包	pdsd
掉头	pdlx
掉泪	pdhg
掉渣	pdha
掉秤	pdzl
掉线	pdrf
掉落	pdwh
掉转	pdyr
掉进	pdbl
掉队	pdts
掌上	xpdf
掌上明珠	xdjg
掌上电脑	xdjm
掌中	xpik
掌力	xpau
掌勺	xpso
掌嘴	xpil
掌声	xpmm
掌声雷动	xmtp
掌心	xpng
掌控	xppz
掌握	xppm
掌故	xpqr
掌机	xpap
掌权	xpaw
掌柜	xpae
掌灯	xpyu
掌管	xpze
掌舵	xple
掌门	xpbo
掌门人	xbsi
掌骨	xpfv
掎角之势	prdp
掏出	psiz
掏心	psng
掏心掏肺	pnpm
掏空	pszn
掏腰包	pmsd
掏钱	pscf
掐头去尾	plbm
掐架	prai
掐死	prqh
排他	pdkh
排位	pdky
排便	pdkt
排入	pdxj
排兵布阵	pogt
排出	pdiz
排列	pdqk
排印	pdnf
排卵	pdtl
排卵期	ptmv
排名	pdxi
排在	pdgk
排场	pdbp
排外	pdxd
排头	pdlx
排头兵	plov
排字	pdey
排尾	pdmo
排尿	pdmh
排山倒海	pdkh
排布	pdgu
排序	pdgm
排忧	pdng
排忧解难	pnrw
排戏	pdwi
排成	pdup
排挡	pdpo
排挤	pdpa
排放	pdmr
排斥	pdoo
排斥异己	podj
排查	pdaj
排档	pdao
排毒	pdzq
排比	pdhh
排气	pdfq
排水	pdhg
排水量	phjf
排污	pdhr
排泄	pdhx
排涝	pdhw
排演	pdhe
排灌	pdhw
排炮	pdys
排烟	pdyu
排版	pdno
排班	pdgk
排球	pdgf
排球队	pgts
排空	pdzn
排笔	pdzo
排练	pdrl
排行	pdfj
排行榜	pfay
排解	pdrq
排课	pdvs
排遣	pdju
排量	pdjf
排长	pdxk
排队	pdts
排除	pdts
排除万难	ptfw
排除异己	ptdj
排雷	pdts
排骨	pdfv
掘地三尺	pbqm
掘金	pmtk
掠取	pwqw
掠夺	pwxl
掠影	pwjw
掠过	pwll
探亲	peya
探亲访友	pyvg
探出	peiz
探听	peio
探听虚实	piqe
探囊取物	pgql
探头	pelx
探头探脑	plpm
探子	peyd
探家	peek
探察	peev
探寻	pesl
探幽	pedb
探底	pegq
探悉	pecm
探戈	peie
探明	pejm
探月	pemd
探望	pexm
探析	peao
探查	peaj
探案	pees
探求	pefh
探测	pehd
探测器	phrl
探照灯	pjyu
探病	pexf
探监	pekz
探看	pepg
探知	peei
探矿	peqg
探秘	pezn
探究	pezd
探索	pege
探胜	pemd
探花	pewk
探视	pedu
探讨	pevl
探访	pevm
探询	pevs
探路	peuq
探长	pexk
探问	pebi
探险	pett
探险家	ptek
探风	pepo
探马	pexh
掣肘	luml
接上	pydf
接下来	pfjv
接事	pyfi
接二连三	pryq
接亲	pyya
接人待物	psjl
接任	pykc
接住	pyko
接入	pyxj
接到	pyck
接力	pyau
接力棒	paaz
接办	pyav
接受	pyte
接口	pyiq
接合	pyti
接听	pyio
接吻	pyis
接地	pybh
接壤	pybu
接头	pylx
接客	pyeq
接应	pygh
接待	pyjb
接手	pypc
接收	pyhr
接替	pyss
接机	pyap
接洽	pyht
接济	pyha
接火	pyyv
接班	pygk
接班人	pgsi
接球	pygf
接生	pydh
接着	pyig
接着说	pivv
接种	pyzi
接站	pyyd
接管	pyze
接纳	pyrz
接线	pyrf
接线员	prid
接续	pyrg
接缝	pyrj
接腔	pymz
接见	pyuw
接触	pyrq
接警	pywt
接诊	pyvs
接谈	pyvy
接踵	pyuh
接踵而来	puuj
接踵而至	puuc
接轨	pyyd
接过	pyll
接近	pyol
接连	pyyl
接连不断	pycm
接送	pyvx
接通	pynq
接风	pypo
接风洗尘	ppho
接驳	pyxo
接骨	pyfv
接龙	pyjh
控件	pzkl
控制	pzlu
控制台	plni
控制器	plrl
控制系统	plcr
控制面板	plha
控告	pzli
控球	pzgf
控申	pzjk
控盘	pzlb
控股	pzmq
控诉	pzvo
控购	pzds
推三阻四	pqty
推上	pvdf
推下	pvfd
推举	pvhv
推介	pvsk
推优	pvkg
推倒	pvkc
推倒重来	pkhj
推入	pvxj
推出	pviz
推到	pvck
推力	pvau
推动	pvpa
推却	pvbn
推卸	pvuw
推卸责任	puzk
推及	pvkd
推向	pvcz
推土机	pbap
推头	pvlx
推定	pvek
推导	pvdl
推展	pvmx
推崇	pvde
推崇备至	pdjc
推己及人	pjks
推广	pvgp
推延	pvcl
推开	pvfw
推心置腹	pnym
推想	pvag
推托	pvpc
推拿	pvti
推挡	pvpo
推掉	pvpd
推搡	pvpw
推敲	pvwr
推断	pvmp
推求	pvfh
推波助澜	phrh
推测	pvhd
推演	pvhe
推特	pvlb
